FID,Site_ID,Site_Name,Gov_Level,State,Prot_Lvl,Mgmt_Agen,Mgmt_Plan,Pri_Con_Fo,Cons_Focus,Fish_Rstr,Prot_Focus,Permanence,Constancy,Estab_Yr,Anchor,Vessel,IUCN_MPA,IUCNcat,Category,Marine,URL,WDPA_Cd,ProSeasID,Design,AreaKm,AreaMar,MarPercent,AreaNT,Longitude,Latitude,VxCount,SHAPE_Leng,Shape__Area,Shape__Length
261,NJ20,Heislerville Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,1956, , ,1,VI,IUCN MPA,Interface,http://www.njwildlifetrails.org/SkylandsTrails/Sites/tabid/445/Scope/site/Guide/DELBAYSH/Site/3/Default.aspx,0,NJ20,Wildlife Management Area,26.1334,1.378290379,5,0,-74.98375557,39.20514822,3938,1.207728939,43595847.15,149938.4429
262,NJ21,Dennis Creek Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1957, , ,1,VI,IUCN MPA,Interface,https://www.state.nj.us/dep/fgw/wmaland.htm,0,NJ21,Wildlife Management Area,29.4815,0.607490006,2,0,-74.87078911,39.1716494,3117,0.997296341,49119388.96,125036.5158
263,NJ24,Fortescue Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1965, , ,1,VI,IUCN MPA,Interface,https://www.state.nj.us/dep/fgw/pdf/wmamaps/fortescue.pdf,0,NJ24,Wildlife Management Area,5.51003,0.302544112,5,0,-75.18217453,39.2561205,882,0.284160056,9202224.477,35701.97832
264,NJ26,Cape May Wetlands Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1956, , ,1,VI,IUCN MPA,Mixed,https://www.state.nj.us/dep/fgw/pdf/wmamaps/cape_may_wetlands_capemay.pdf,0,NJ26,Wildlife Management Area,66.7778,5.569658059,8,0,-74.76515675,39.20433808,27257,4.398979129,111037327.4,546487.3871
265,NJ29,Abbotts Meadow Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1994, , ,1,VI,IUCN MPA,Interface,http://www.njwildlifetrails.org/SkylandsTrails/Sites/tabid/445/Scope/site/Guide/DELBAYSH/Site/12/Default.aspx,0,NJ29,Wildlife Management Area,5.35878,0.168757505,3,0,-75.49245467,39.52182145,1727,0.255879564,9017484.68,32712.65885
266,NJ3,Barnegat Lighthouse State Park,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,1957, , ,1,IV,IUCN MPA,Mixed,https://www.state.nj.us/dep/parksandforests/parks/barnlig.html,0,NJ3,State Park,0.125806,0.047175344,37,0,-74.10395398,39.76362412,47,0.019622376,213173.2891,2381.566058
267,NJ30,Dix Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1962, , ,1,VI,IUCN MPA,Mixed,http://www.njwildlifetrails.org/SkylandsTrails/Sites/tabid/445/Scope/site/Guide/DELBAYSH/Site/23/Default.aspx,0,NJ30,Wildlife Management Area,13.2639,0.763153785,6,0,-75.318568,39.36245008,4192,0.442119504,22218743.04,55395.93728
268,NJ34,Tuckahoe Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1993, , ,1,VI,IUCN MPA,Mixed,http://www.njwildlifetrails.org/SkylandsTrails/Sites/tabid/445/Scope/site/Guide/DELBAYSH/Site/1/Default.aspx,0,NJ34,Wildlife Management Area,64.6192,3.999205136,6,0,-74.70991712,39.31038321,4786,1.238605598,108085754.1,154149.9574
269,NJ36,Salem River Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1993, , ,1,VI,IUCN MPA,Mixed,http://www.njwildlifetrails.org/SkylandsTrails/Sites/tabid/445/Scope/site/Guide/DELBAYSH/Site/10/Default.aspx,0,NJ36,Wildlife Management Area,8.99808,1.281758486,14,0,-75.40844755,39.64456485,1487,0.724194166,15190898.61,89692.84953
270,NJ39,Cohansey River Wildlife Management Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1999, , ,1,VI,IUCN MPA,Interface,https://www.njconservation.org/project/cohansey-river/,0,NJ39,Wildlife Management Area,2.52586,0.055380874,2,0,-75.31343498,39.39256042,1694,0.216947379,4234763.031,27071.73591
271,NJ4,Island Beach State Park,State,NJ,Zoned Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1953, , ,1,IV,IUCN MPA,Mixed,https://www.state.nj.us/dep/parksandforests/parks/island.html#fish,0,NJ4,State Park,9.59286,0.864957503,9,0,-74.09325722,39.77998841,1460,0.367833634,16284112.38,50061.04256
272,NJ40,Liberty State Park,State,NJ,Zoned Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1976, , ,1,IV,IUCN MPA,Mixed,https://www.state.nj.us/dep/parksandforests/parks/liberty.html,0,NJ40,State Park,4.79194,2.214201632,46,0,-74.053123,40.69939368,255,0.253967451,8345489.793,31218.9398
273,NJ42,Swan Point State Natural Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1978, , ,1,V,IUCN MPA,Interface,https://www.stateparks.com/swan_point.html,0,NJ42,State Natural Area,0.664283,0.00462303,1,0,-74.06508061,40.03569857,335,0.083419725,1134671.617,10450.73618
274,NJ47,North Brigantine State Natural Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1978, , ,1,V,IUCN MPA,Mixed,http://www.njwildlifetrails.org/PineBarrensTrails/Sites/tabid/1698/Scope/site/Guide/PINEBARREN/Site/354/Default.aspx,0,NJ47,State Natural Area,5.43964,1.580019176,29,0,-74.34848708,39.43151374,184,0.11475198,9130018.625,14346.27485
275,NJ49,Cape May Wetlands State Natural Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1978, , ,1,V,IUCN MPA,Marine,https://www.state.nj.us/dep/parksandforests/parks/capemay.html,0,NJ49,State Natural Area,0.653075,0,0,0,-74.95512484,38.93491724,71,0.039819221,1080880.922,4832.600636
276,NJ5,Corson's Inlet State Park,State,NJ,Zoned Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1970, , ,1,IV,IUCN MPA,Mixed,https://www.state.nj.us/dep/parksandforests/parks/corsons.html,0,NJ5,State Park,0.627424,0.057316781,9,0,-74.64555511,39.21418975,167,0.099638396,1046615.707,12798.83106
277,NJ52,Swimming River Natural Area,State,NJ,Uniform Multiple Use,New Jersey Department of Environmental Protection,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1967, , ,1,V,IUCN MPA,Marine,http://nynjctbotany.org/njoptofc/swimming.html,0,NJ52,State Natural Area,0.351888,0,0,0,-74.09991491,40.32326623,40,0.032995996,606054.1953,4419.906761
278,HI14,Old Kona Airport Marine Life Conservation District,State,HI,Uniform Multiple Use,Hawaii Department of Land and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1992,Prohibited,Restricted,1,IV,IUCN MPA,Marine,http://dlnr.hawaii.gov/dar/marine-managed-areas/hawaii-marine-life-conservation-districts/hawaii-old-kona-airport/,0,HI14_A,Marine Life Conservation District,1.05689,1.040656776,98,0,-156.011198,19.64067652,125,0.050746591,1197711.527,5778.413821
279,HI18,Kealakekua Bay Marine Life Conservation District,State,HI,Zoned w/No Take Areas,Hawaii Department of Land and Natural Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1969,Restricted,Unrestricted,1,IV,IUCN MPA,Marine,http://dlnr.hawaii.gov/dar/marine-managed-areas/hawaii-marine-life-conservation-districts/hawaii-kealakekua-bay/,13086,HI18_A,Marine Life Conservation District,1.23343,1.223457772,99,0,-155.9264971,19.47681907,234,0.050466228,1394971.109,5749.794273
280,NC603,Kitty Hawk Woods Coastal Reserve Dedicated Nature Preserve,State,NC,Uniform Multiple Use,North Carolina Department of Environment and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1997, , ,1,V,IUCN MPA,Interface,http://portal.ncdenr.org/web/nhp/dedicated-nature-preserves,0,NC38,Dedicated Nature Preserve,6.32344,0.1465464,2,0,-75.7207164,36.07983909,282,0.1333654,9701013.418,16606.65752
281,NMS4,Florida Keys National Marine Sanctuary,Federal,FL,Zoned w/No Take Areas,NOAA National Marine Sanctuary Program,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1990,Restricted,Restricted,1,V,IUCN MPA,Marine,https://floridakeys.noaa.gov/,122900,NMS4,National Marine Sanctuary,9857.9,9857.880073,100,1222.346469,-81.71746747,24.69331452,39690,32.94635426,11994003562,3827872.005
282,OH2,Headland Dunes State Nature Preserve,State,OH,No Take,Ohio Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1977, , ,1,Ia,IUCN MPA,Marine,http://naturepreserves.ohiodnr.gov/headlandsdunes,5555945,OH2,State Nature Preserve,0.0783971,0,0,0.078397073,-81.28502082,41.76158822,36,0.012525932,141008.7656,1679.0732
283,OH4,North Pond State Nature Preserve,State,OH,No Take,Ohio Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1999, , ,1,Ia,IUCN MPA,Interface,http://naturepreserves.ohiodnr.gov/northpond,5555963,OH4,State Nature Preserve,0.174713,1.73E-05,0,0.174712539,-82.70236861,41.61031107,32,0.025693573,312783.1289,3254.799604
284,OH5,North Shore Alvar State Nature Preserve,State,OH,No Take,Ohio Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1999, , ,1,Ia,IUCN MPA,Mixed,http://naturepreserves.ohiodnr.gov/northshorealvar,55558075,OH5,State Nature Preserve,0.0190799,0.009766679,51,0.01907992,-82.71092034,41.61994791,63,0.011885605,34168.40625,1346.32162
285,OH7,Sheldon Marsh State Nature Preserve,State,OH,No Take,Ohio Department of Natural Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1979, , ,1,Ia,IUCN MPA,Marine,http://naturepreserves.ohiodnr.gov/sheldonmarsh,374619,OH7,State Nature Preserve,1.89601,0,0,1.896009922,-82.61166951,41.42146336,175,0.102519488,3374779.012,13423.36145
286,OR41,Whale Cove Habitat Refuge,State,OR,No Take,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,1978,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Mixed,https://www.oregon.gov/oprd/NATRES/pages/rs_faqcoastal.aspx#What_is_a_Habitat_Refuge_,0,OR41,Habitat Refuge,0.128361,0.112869828,88,0.128360838,-124.0706575,44.78891518,66,0.017375361,254859.4063,2248.264211
287,PR15,Bosque Estatal de Ceiba Natural Reserve,Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1979,Restricted,Restricted,1,Ia,IUCN MPA,Mixed,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,888837,PR15,Natural Reserve,2.35726,0.205282481,9,2.357255936,-65.63094241,18.25141147,341,0.147329132,2628141.128,16906.13891
288,PR16,Canal Luis Peña Natural Reserve,Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1999,Restricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,555547387,PR16,Natural Reserve,6.32911,6.13586369,97,6.329111099,-65.32673161,18.31298766,314,0.144141202,7060394.797,16564.4333
289,PR24,Laguna Joyuda Natural Reserve,Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1980,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,302295,PR24,Natural Reserve,1.78429,0,0,1.784293652,-67.17799316,18.12989643,193,0.070269668,1986323.02,8037.937003
290,PR26,Isla de Desecheo Marine Reserve,Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2000,Restricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,555512159,PR26,Natural Reserve,6.09708,5.77398411,95,6.097082138,-67.48058817,18.3747149,244,0.141095035,6807077.777,16050.13394
291,PR30,"El Pantano, Bosque de Pterocarpus y Lagunas Mandry y Santa Teresa Natural Reserve",Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Focal Resource,Permanent,Year-round,1984,Unrestricted,Restricted,1,Ia,IUCN MPA,Interface,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,888818,PR30,Natural Reserve,8.78958,0.000653687,0,8.78957653,-65.76729194,18.16575073,299,0.229253679,9788760.191,26229.42655
292,PR36,Tres Palmas de Rincón Marine Reserve,Territorial,PR,No Take,Puerto Rico Department of Natural and Environmental Resources,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2004,Restricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://marineprotectedareas.noaa.gov/helpful_resources/states/puerto_rico.html,555512153,PR36,Natural Reserve,0.826679,0.814466582,99,0.826678932,-67.26720073,18.34758676,29,0.034796264,922558.0449,3971.468483
293,TX2,Candy Abshier Wildlife Management Area,State,TX,Uniform Multiple Use,Texas Parks and Wildlife Department,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Focal Resource,Permanent,Year-round,1990,Unrestricted,Unrestricted,1,VI,IUCN MPA,Interface,https://tpwd.texas.gov/huntwild/hunt/wma/find_a_wma/list/?id=36,353010,TX2,Wildlife Management Area,0.865442,0.000322695,0,0.868443429,-94.76413885,29.52987051,46,0.053817139,1147108.648,6413.313493
294,VA77,Cape Charles Coastal Habitat Natural Area Preserve,Partnership,VA,No Take,Virginia Department of Conservation and Recreation,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1997, , ,1,Ia,IUCN MPA,Interface,http://www.dcr.virginia.gov/natural_heritage/natural_area_preserves/capecharles?rewrite_uri=natural_heritage/natural_area_preserves/capecharles.shtml%3f,0,VA77,Natural Area Preserve,0.101952,0.000438475,0,0.101951718,-76.02246915,37.25676152,14,0.014870087,161223.2383,1761.239638
295,VI27,Compass Point Pond Marine Reserve and Wildlife Sanctuary,Territorial,US-VI,No Take,Virgin Islands Department Of Planning and Natural Resources,No Management Plan,Natural Heritage,Natural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1992, , ,1,Ia,IUCN MPA,Marine,https://www.coris.noaa.gov/activities/habitat_assessment/usvi.pdf,0,VI27,Marine Reserve and Wildlife Sanctuary,0.025462,0,0,0.025461981,-64.86431431,18.31997841,65,0.005670354,28406.19434,649.806225
